Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,rsi,adx,atr,sma_3,sma_7,sma_14,sentiment_score,tweet_count
2021-09-30,0.1795172461442398,0.14453155221521952,0.22377358321938345,449.3500061035156,445.6426086425781,0.09702467087848093,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.13176378070033756,0.08829846832204336,0.0,0.0,0.0
2021-10-01,0.15874629611041113,0.12119713685174505,0.17911309092905459,448.3299865722656,444.6310119628906,0.09988352804150638,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.13176378070033756,0.08829846832204336,0.0,0.0,0.0
2021-10-04,0.1513241771922531,0.111765339108302,0.1551093411062041,440.1400146484375,436.5086059570313,0.147331145072295,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.13176378070033756,0.08829846832204336,0.0,0.0,0.0
2021-10-05,0.10454924983607095,0.11045675370659103,0.1712163751201743,446.239990234375,442.5582580566406,0.09376580900951778,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.12582999439338716,0.08829846832204336,0.0,0.05909090909090909,1.0
2021-10-06,0.12777653210341855,0.11410964531429091,0.1875849838554613,449.3399963378906,445.6327209472656,0.03798868221979082,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.12775705276521743,0.08829846832204336,0.0,0.9,1.0
2021-10-07,0.19473513197123227,0.16759343574296626,0.2382596200128444,452.8699951171875,449.1335754394531,0.11229543876986789,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.15204534805745018,0.08829846832204336,0.0,0.25,1.0
2021-10-08,0.1892353529335855,0.14665789950496722,0.22743435256505995,451.8500061035156,448.12200927734375,0.06283603336509841,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.16274903470946755,0.08829846832204336,0.0,0.0,0.0
2021-10-11,0.16040155833862402,0.1354268592269916,0.22502879077469506,449.7000122070313,445.98974609375,0.0,COST,0.48412047607228503,0.23790723045570417,0.07876644007084554,0.16343593063684514,0.08861684671697301,0.0,0.0,0.0
2021-10-12,0.16098883586082113,0.13084722627313372,0.20520864055196553,446.8699951171875,443.1830749511719,0.04343580512711914,COST,0.41172142433779346,0.23790723045570417,0.06407185228154444,0.15198816980868513,0.08728878491630931,0.0,0.0,0.0
2021-10-13,0.15239216189826887,0.11808964167720548,0.19642298563525484,445.2999877929688,441.6260070800781,0.07174202049435877,COST,0.37320491098033115,0.23790723045570417,0.04542029341651144,0.13949099596881664,0.09198248582932944,0.0,0.0,0.0
2021-10-14,0.14475641344859014,0.12457749662371675,0.20913082502486446,450.6600036621094,446.9418029785156,0.0551418251979435,COST,0.5293999786571603,0.23790723045570417,0.02906640432144658,0.14132262139795193,0.0960030922317694,0.0,0.0,0.0
2021-10-15,0.18095904179251976,0.13678985116733688,0.22314605923877462,452.3900146484375,448.6575317382813,0.05683596277603267,COST,0.5719113986073205,0.23790723045570417,0.0,0.15185459862470552,0.09877750080482883,0.0,0.22833333333333333,1.0
2021-10-18,0.158105407515849,0.18264092000624954,0.21958998361926207,461.9500122070313,458.138671875,0.1328956811256603,COST,0.7420293708250206,0.23790723045570417,0.058495804761696024,0.18362218150390763,0.10703701753313055,0.0,0.0,1.0
2021-10-19,0.22960269795684818,0.20886487162802192,0.28135130235165073,467.0799865722656,463.2262878417969,0.04160048941752256,COST,0.8013630684692509,0.23790723045570417,0.04440302038806099,0.21495085436356476,0.12089076661847642,0.0,0.41666666666666663,1.0
2021-10-20,0.2590772181947836,0.23797835950809176,0.320730028075793,469.7699890136719,465.8941345214844,0.04014164872527912,COST,0.8286278418518422,0.28784187139710443,0.019201868817015355,0.24811115265235717,0.13914715397224953,0.010602110687086164,0.0,1.0
2021-10-21,0.2657517152284128,0.26605596020303146,0.3272146553342088,477.2300109863281,473.2926025390625,0.04842409910704831,COST,0.8898101032447562,0.3509646399115088,0.026505246269295513,0.2772647812323519,0.1667637384413636,0.025607081996097403,0.0,0.0
2021-10-22,0.3149828118665261,0.30629150890295653,0.3768434713886091,481.989990234375,478.0132751464844,0.08218920222590856,COST,0.9195170354558805,0.4265543067900865,0.025699579850884446,0.3057124738774881,0.2001383109699968,0.047335703188688516,0.0,3.0
