Date,Open,High,Low,Close,Volume,Stock Name,rsi,adx,atr,sma_3,sma_7,sma_14,sentiment_score,tweet_count
2021-09-30,0.2573867210001104,0.2293366577236715,0.2589239670767478,258.49334716796875,0.12262952598336563,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.21735333724760664,0.2124363931331994,0.27265379020954406,0.13776846190075356,90.0
2021-10-01,0.25312832534868535,0.21517383558212622,0.23979341496580253,258.4066772460937,0.1045607685573135,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.21735333724760664,0.2124363931331994,0.27265379020954406,0.12417933410536469,94.0
2021-10-04,0.2827732008825685,0.259595939361555,0.26080174770367903,260.510009765625,0.36744106059658554,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.21735333724760664,0.2124363931331994,0.27265379020954406,0.09713516972445543,119.0
2021-10-05,0.2636104954255498,0.24321111136474705,0.2575826732716202,260.1966552734375,0.1319433587643049,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.2203521191234321,0.2124363931331994,0.27265379020954406,0.10685283844942935,88.0
2021-10-06,0.24952505595526464,0.22514716188405104,0.2559394425341641,260.9166564941406,0.057686745669439043,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.22477109667281026,0.2124363931331994,0.27265379020954406,0.1648366525449859,78.0
2021-10-07,0.2646914762435759,0.25625462270856136,0.2729742422622521,264.53668212890625,0.14685799824901508,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.2318603085799955,0.2124363931331994,0.27265379020954406,0.13713690169410722,137.0
2021-10-08,0.28229816311984046,0.24163370305684584,0.2688329324008951,261.8299865722656,0.09883879994997186,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.23473589185258037,0.2124363931331994,0.27265379020954406,0.12631749017122282,90.0
2021-10-11,0.26827825127023486,0.24987697364324335,0.27652871689621117,263.9800109863281,0.04923472578325305,TSLA,0.68821730699917,0.7185818676672632,0.048131706502936245,0.24012912159234712,0.21698695978552185,0.27265379020954406,0.11952436624814591,95.0
2021-10-12,0.2900287729233273,0.2686704628197967,0.2950891654145442,268.5733337402344,0.2020491995497467,TSLA,0.7952692102882534,0.7185818676672632,0.04947054803529449,0.2472359025982065,0.22541905067708368,0.27265379020954406,0.11338882142388637,115.0
2021-10-13,0.3056538865563936,0.2739115641980181,0.31053092930953374,270.3599853515625,0.047667437933837764,TSLA,0.8244309805117028,0.7185818676672632,0.023541791544199164,0.2622535060828839,0.23358849059749032,0.27265379020954406,0.10785107851918196,87.0
2021-10-14,0.3138757285917926,0.2821208268675588,0.32322317905512477,272.7733459472656,0.011066771934212988,TSLA,0.8580441205127801,0.7185818676672632,0.0,0.27773472960566137,0.24401943207150345,0.27265379020954406,0.10163569102237327,107.0
2021-10-15,0.3273879138427249,0.32106455028722714,0.33831296461466476,281.010009765625,0.14155814207991996,TSLA,0.9256561087606913,0.7185818676672632,0.019638001610355393,0.29963028598839125,0.2606845944283773,0.27265379020954406,0.104646174183146,142.0
2021-10-18,0.373329373685652,0.3754261277390154,0.3871367959272438,290.03668212890625,0.24479199237070848,TSLA,0.9603626823409285,0.7185818676672632,0.05506177133437695,0.3342723577794895,0.28183395831794655,0.27265379020954406,0.13320404414154413,148.0
2021-10-19,0.4154874756398821,0.37998877894031025,0.40564689603998283,288.0899963378906,0.11139469076355446,TSLA,0.8657134995548356,0.7185818676672632,0.0428982077169176,0.361238291565801,0.30361366428958725,0.27265379020954406,0.09753234674551639,112.0
2021-10-20,0.3955385886834999,0.36563930147428203,0.39704576125139135,288.6000061035156,0.045947720592833474,TSLA,0.8695116771279435,0.7252966243008633,0.02403771033664981,0.3746009611747634,0.324033163728521,0.28761904932381244,0.11084141953193677,174.0
