Date,sentiment_score
2022-04-17,0.20147527420414746
2022-04-18,0.042622360116518994
2022-04-19,0.06845698020955752
2022-04-20,0.09880098221058042
2022-04-21,0.10459082647227368
2022-04-22,0.10005597017736742
2022-04-23,0.044815740269171636
2022-04-24,0.11759196283168885
2022-04-25,0.14873640393171644
2022-04-26,0.06573096459991622
2022-04-27,0.10624440750457011
2022-04-28,0.12615586149003594
2022-04-29,0.10385331542032065
2022-04-30,0.13627321603128056
2022-05-01,0.12687674362674364
2022-05-02,0.09936063857483761
2022-05-03,0.08571814726744305
2022-05-04,0.10294178710867541
2022-05-05,0.07365626320929351
2022-05-06,0.09748837743797421
2022-05-07,0.09518488455988455
2022-05-08,0.12810184287796228
2022-05-09,0.10877999951899951
2022-05-10,0.07773626523305462
2022-05-11,0.09649920393092534
2022-05-12,0.09579974361269981
2022-05-13,0.11347350597350597
2022-05-14,0.1234556918233676
2022-05-15,0.12583049680147895
2022-05-16,0.0558578131367247
2022-05-17,0.08362714573008691
2022-05-18,0.055311876948327336
2022-05-19,0.048462158601258826
2022-05-20,0.11836068200576207
2022-05-21,0.10360399973290599
2022-05-22,0.10243028880352824
2022-05-23,0.06741774521439377
2022-05-24,0.11334910928110753
2022-05-25,0.08759402637843858
2022-05-26,0.132588355174111
2022-05-27,0.10335719009826154
2022-05-28,0.1703688326144941
2022-05-29,0.1574576310214608
2022-05-30,0.10816160254839499
2022-05-31,0.11508674564833984
2022-06-01,0.10353374911119476
2022-06-02,0.11321998075998076
2022-06-03,0.06530303104715234
2022-06-04,0.09970966309171198
2022-06-05,0.010664862914862915
2022-06-06,0.09011239628427128
2022-06-07,0.10818362193362192
2022-06-08,0.13255901734431147
2022-06-09,0.14018645607580035
2022-06-10,0.10970420883464362
2022-06-11,0.13550017709563164
2022-06-12,0.1474017649017649
2022-06-13,0.06626218924251331
2022-06-14,0.10992116616260451
2022-06-15,0.11520154876688968
2022-06-16,0.07205446089886194
2022-06-17,0.005460415559099772
2022-06-18,0.1837607966066016
2022-06-19,0.06114764104073314
2022-06-20,0.17690312993884422
2022-06-21,0.09458205225960907
2022-06-22,0.12356940088445191
2022-06-23,0.07763469472546854
2022-06-24,0.0750679580193469
2022-06-25,0.13672023057960558
2022-06-26,0.13018181434404838
2022-06-27,0.17539662933684674
2022-06-28,0.10413025184821403
2022-06-29,0.10729396645021645
2022-06-30,0.0353717427053466
2022-07-01,0.08170839266727424
2022-07-02,0.12646533041357605
2022-07-03,0.2165477341807129
2022-07-04,0.13438352487459632
2022-07-05,0.10140859382865197
2022-07-06,0.1065649396899397
2022-07-07,0.058431572453311584
2022-07-08,0.12320022206339562
2022-07-09,0.11507145099094251
2022-07-10,0.1849753039513678
2022-07-11,0.12056033716797605
2022-07-12,0.10892000940377565
2022-07-13,0.1008164387331054
2022-07-14,0.12491294407993628
2022-07-15,0.10165912053593214
2022-07-16,0.07208529426922283
2022-07-17,0.13546200096200098
2022-07-18,0.1273933652965911
2022-07-19,0.09579593191200335
2022-07-20,0.09877523017392906
2022-07-21,0.11201371365002019
2022-07-22,0.10417754416992223
2022-07-23,0.08135166771885521
2022-07-24,0.08019265173601908
2022-07-25,0.15380484264412836
2022-07-26,0.10276279081542239
2022-07-27,0.10187454906204906
2022-07-28,0.1072055893841608
2022-07-29,0.14600165959751538
2022-07-30,0.08268270001603335
2022-07-31,0.15184934053074295
2022-08-01,0.13809585874102004
2022-08-02,0.12292006338701741
2022-08-03,0.15770733664483663
2022-08-04,0.12000899715720074
2022-08-05,0.10471800733280325
2022-08-06,0.16620890385826048
2022-08-07,0.15104908209074877
2022-08-08,0.11779920669335651
2022-08-09,0.0862820614047029
2022-08-10,0.12218040216062259
2022-08-11,0.11378094897913978
2022-08-12,0.11599229904695273
2022-08-13,0.04198028313494415
2022-08-14,0.18977330705009274
2022-08-15,0.11176969286592302
2022-08-16,0.1529155462950566
2022-08-17,0.05802304619695924
2022-08-18,0.07428744590378422
2022-08-19,0.1297607433124765
2022-08-20,0.08801598590693642
2022-08-21,0.08504745254745255
2022-08-22,0.13461267819564696
2022-08-23,0.0799198075998076
2022-08-24,0.08606280419139156
2022-08-25,0.13365104134910474
2022-08-26,0.10851185465768799
2022-08-27,0.11861565418708277
2022-08-28,0.13598700934306995
2022-08-29,0.08128244212152258
2022-08-30,0.13030286195286195
2022-08-31,0.09927602287758537
2022-09-01,0.07264542074437907
2022-09-02,0.14709838651895943
2022-09-03,0.09362910568267713
2022-09-04,0.12627692437003663
2022-09-05,0.14574608328179756
2022-09-06,0.11150556083482913
2022-09-07,0.09800347982230005
2022-09-08,0.13314978011406584
2022-09-09,0.11870788106143897
2022-09-10,0.15467569530627567
2022-09-11,0.140120798483067
2022-09-12,0.11765081426509998
2022-09-13,0.10264539402916971
2022-09-14,0.10789913158258066
2022-09-15,0.11687955575256107
2022-09-16,0.08659314799024395
2022-09-17,0.049214445442124014
2022-09-18,0.08342539274143047
2022-09-19,0.09284184724917484
2022-09-20,0.09030801930449196
2022-09-21,0.11352073980546201
2022-09-22,0.09690282051727835
2022-09-23,0.09188420402809938
2022-09-24,0.1439468435809899
2022-09-25,0.1294188411896745
2022-09-26,0.13825094696969698
2022-09-27,0.08330146846617435
2022-09-28,0.14347158113876862
2022-09-29,0.07703007344562404
